FID,SHAPE,NAME,ADRESSE,BETREUUNG,ART,ART_TXT,SKZ,TELEFON,WEBLINK1,SE_SDO_ROWID,SE_ANNO_CAD_DATA
SCHULEOGD.631322,POINT (16.275131637213512 48.19144419122396),Berufsschule für Einzelhandel,"13., Amalienstraße 31-33",,5,Berufsschule (öffentlich),913025,01 59916-95041,http://bs1130eh.schule.wien.at,631322,
SCHULEOGD.631324,POINT (16.262321702237692 48.19247419467826),PMS  Schloßberggasse 17,"13., Schloßberggasse 17",,2,Mittelschule (privat),913032,01 877 36 91-278,http://www.dominikanerinnen.at/,631324,
SCHULEOGD.631325,POINT (16.262441701893046 48.192684193611726),pGRg 13 Schloßberggasse 17,"13., Schloßberggasse 17",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),913036,01 877 36 91-217,http://www.dominikanerinnen.at/,631325,
SCHULEOGD.631326,POINT (16.272581615218435 48.16636431286546),VS Dr.-Schober-Straße 1,"13., Dr.-Schober-Straße 1",,1,Volksschule (öffentlich),913041,01 4000 562 250,http://www.waldschule1130.at/,631326,
SCHULEOGD.631327,POINT (16.28387159368671 48.18996419347193),pORg 13 Auhofstraße 78 e-f,"13., Auhofstraße 78 e-f",,6,Allgemeinbildende höhere Schule (privat),913046,01 876 02 29-17,http://www.waldorf-hietzing.at/,631327,
SCHULEOGD.631328,POINT (16.28408156306605 48.16966429004737),VS Speisinger Straße 44,"13., Speisinger Straße 44",,1,Volksschule (öffentlich),913051,01 4000 562 260,http://vs-speisinger-strasse.schule.wien.at,631328,
SCHULEOGD.631329,POINT (16.2852715497271 48.16388431624022),VS Speisinger Straße 44,"13., Maygasse 25",,11,Sonstige (öffentlich),913051e,01 804 63 77,http://vs-speisinger-strasse.schule.wien.at/,631329,
SCHULEOGD.631330,POINT (16.282131583098053 48.17658425827299),VS Steinlechnergasse 5-7,"13., Steinlechnergasse 5-7",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),913061,01 4000 562 270,http://gtvs13.schule.wien.at,631330,
SCHULEOGD.631331,POINT (16.262531701854016 48.19287419213398),PVS Schloßberggasse 17,"13., Schloßberggasse 17",,1,Volksschule (privat),913071,01 877 36 91-279,http://www.dominikanerinnen.at/,631331,
SCHULEOGD.631332,POINT (16.26782166855251 48.18807421191347),VS Hietzinger Hauptstraße 166,"13., Hietzinger Hauptstraße 166",,1,Volksschule (öffentlich),913081,01 4000 562 280,http://vs-13.schule.wien.at,631332,
SCHULEOGD.631333,POINT (16.284481588907227 48.18949419506982),Friedrich Eymann Waldorfschule,"13., Feldmühlgasse 26",,12,Statutschule (privat),913091,01 877 31 91,http://www.waldorf-hietzing.at/,631333,
SCHULEOGD.631334,POINT (16.256001737541503 48.19587418266266),Freie Waldorfschule Wien-West,"13., Seuttergasse 29",,1,Volksschule (privat),913111,01 876 68 21,http://fwww.at/,631334,
SCHULEOGD.631335,POINT (16.298681513120993 48.184414209984055),Lehranstalt für systemische Familientherapie der Erzdiözese Wien für Berufstätige,"13., Trauttmansdorffgasse 3a",,12,Statutschule (privat),913419,01 478 63 00,http://www.la-sf.at,631335,
SCHULEOGD.631336,POINT (16.266221683629833 48.19292418998114),Fachschule und Aufbaulehrgang für wirtschaftliche Berufe des Schulvereins der Dominikanerinnen,"13., Auhofstraße 177",,9,Humanberufliche Schule (privat),913429,01 877 36 91-219,http://www.dominikanerinnen.at/,631336,
SCHULEOGD.631337,POINT (16.26578167925912 48.18848421102699),Lehranstalt für pastorale Berufe des Seminars für kirchliche Berufe,"13., Wolfrathplatz 2",,11,Sonstige (privat),913439x,01 877 53 70,http://www.skb.at,631337,
SCHULEOGD.631338,POINT (16.285381548904866 48.16395431605811),Expositur der Höheren gewerblichen Bundeslehranstalt für Mode und Bekleidungstechnik u. für wirtschaftliche Berufe,"13., Maygasse 25",,11,Sonstige (öffentlich),913449e,01 804 74 21,http://www.hlmw9.at,631338,
SCHULEOGD.631339,POINT (16.281531568978938 48.164514315787244),Bundeshandelsakademie und Bundeshandelsschule Wien 13 - Schumpeter Handelsakademie,"13., Maygasse 43",,8,Kaufmännische Schule (öffentlich),913458,01 804 53 75,http://www.bhakwien13.at,631339,
SCHULEOGD.631340,POINT (16.290451531675366 48.16912428846674),Höhere Bundeslehranstalt für Tourismus und für wirtschaftliche Berufe Wien 13,"13., Bergheidengasse 5-19",,9,Humanberufliche Schule (öffentlich),913479,01 804 72 81-601,http://www.hltw13.at/,631340,
SCHULEOGD.631323,POINT (16.292011544593734 48.183964216292544),GRg 13 Wenzgasse 7,"13., Wenzgasse 7",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),913026,01 877 10 32,http://www.wenzgasse.at/,631323,
SCHULEOGD.631101,POINT (16.401701011303604 48.18563414039456),"Camillo Sitte Bautechnikum, Höhere Technische Bundeslehr- und Versuchsanstalt","3., Leberstraße 4c",,7,Technische Schule (öffentlich),903477,01 799 26 31/100,http://www.bautechnikum.at,631101,
SCHULEOGD.631102,POINT (16.38712109699801 48.19632409806843),Bundeshandelsakademie und Bundeshandelsschule und Höhere Technische Bundeslehranstalt Schulzentrum Ungargasse Wien 3,"3., Ungargasse 69",,7,Technische Schule (öffentlich),903497,01 713 15 18-1108,http://www.szu.at/,631102,
SCHULEOGD.631103,POINT (16.387111097850696 48.19633409844711),Bundeshandelsakademie und Bundeshandelsschule und Höhere Technische Bundeslehranstalt Schulzentrum Ungargasse Wien 3,"3., Ungargasse 69",,8,Kaufmännische Schule (öffentlich),903498,01 713 15 18-1108,http://www.szu.at/,631103,
SCHULEOGD.631104,POINT (16.379701139606773 48.20043408319332),Wiener Musikakademie der EWADA HandelsgmbH,"3., Ölzeltgasse 3/3/9,9a",,12,Statutschule (privat),903500,01 710 55-33,http://www.wienermusikakademie.at,631104,
SCHULEOGD.631105,POINT (16.39733103888916 48.190714118600894),Höhere Technische Bundeslehranstalt Wien 3 Rennweg,"3., Rennweg 89b",,7,Technische Schule (öffentlich),903507,01 242 15 10,http://www.htl.rennweg.at/,631105,
SCHULEOGD.631106,POINT (16.288531564632876 48.18632420733799),Musikinstitut Polyhymnia des Herrn Mag. Friedrich Trinbacher,"13., Fichtnergasse 15",,11,Sonstige (öffentlich),903510e,0676/633 04 05,,631106,
SCHULEOGD.631107,POINT (16.284681588717714 48.18957419465464),Musikinstitut Polyhymnia des Herrn Mag. Friedrich Trinbacher,"13., Auhofstraße 49",,11,Sonstige (öffentlich),903510e,0676/633 04 05,,631107,
SCHULEOGD.631108,POINT (16.389101087947193 48.19653409640175),BSH Bundesschüler/innen-Wohnheim Juchgasse,"3., Juchgasse 27",,7,Technische Schule (öffentlich),903950,01 712 40 44-1102,http://www.szu.at/Wohnen/39,631108,
SCHULEOGD.631109,POINT (16.374881149493547 48.19040413449086),VS Sankt-Elisabeth-Platz 8,"4., Sankt-Elisabeth-Platz 8",,1,Volksschule (öffentlich),904011,01 4000 561 500,http://elisabethschule.at,631109,
SCHULEOGD.631110,POINT (16.365701199382297 48.19459412040004),GTMS Schäffergasse 3,"4., Schäffergasse 3",Ganztagsschule in verschränkter Abfolge,2,Mittelschule (öffentlich),904012,01 4000 560 130,http://nts4.schule.wien.at/,631110,
SCHULEOGD.631111,POINT (16.3679611837593 48.1910841352833),NMS Schäffergasse 3,"4., Schaumburgergasse 7",,11,Sonstige (öffentlich),904012e,01 503 13 47,,631111,
SCHULEOGD.631112,POINT (16.364301198639527 48.18948414499089),VS Phorusgasse 4,"4., Phorusgasse 4",,1,Volksschule (öffentlich),904021,01 4000 561 510,http://vs-phorusgasse.schule.wien.at/,631112,
SCHULEOGD.631113,POINT (16.36851119276987 48.199334096091604),PPTS Karlsplatz 14,"4., Karlsplatz 14",,4,Polytechnische Schule (privat),904024,01 505 96 34,http://www.kp14.at,631113,
SCHULEOGD.631114,POINT (16.368681179228943 48.19083413614547),Rg 4 Waltergasse 7,"4., Waltergasse 7",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),904026,01 505 34 47-10,http://www.brg4.at/,631114,
SCHULEOGD.631115,POINT (16.368501181410746 48.19103413570047),VS Waltergasse 16,"4., Waltergasse 16",,1,Volksschule (öffentlich),904031,01  4000 561 520,http://geps-waltergasse.schule.wien.at/,631115,
SCHULEOGD.631116,POINT (16.36839119338087 48.19937409565068),PWMS Karlsplatz 14,"4., Karlsplatz 14",,2,Mittelschule (privat),904032,505 96 34,http://www.kp14.at,631116,
SCHULEOGD.631117,POINT (16.36898116920511 48.184764165026145),GRg 4 Wiedner Gürtel 68,"4., Wiedner Gürtel 68",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),904036,01 505 33 43-32,http://www.popperschule.at,631117,
SCHULEOGD.631118,POINT (16.3688711901441 48.199244096148604),PVS Karlsplatz 14,"4., Karlsplatz 14",,1,Volksschule (privat),904051,01 505 27 53,http://www.karlsplatz14.at,631118,
SCHULEOGD.631119,POINT (16.36460119701116 48.18870414848556),PVS Wiedner Hauptstraße 82,"4., Wiedner Hauptstraße 82",,1,Volksschule (privat),904071,01 587 17 35-30,http://www.piaristen.at/stthekla,631119,
SCHULEOGD.631100,POINT (16.398871043596394 48.19954407631406),Höhere Lehranstalt für wirtschaftliche Berufe des Schulvereins der Schulschwestern,"3., Erdbergstraße 70",,9,Humanberufliche Schule (privat),903439,01 713 53 31-37,http://www.hlw3.at,631100,
SCHULEOGD.631261,POINT (16.383801047426214 48.148914326749605),SES Hoefftgasse 7,"10., Ada Christen-Gasse 9",,11,Sonstige (öffentlich),911023e,01 603 82 99,,631261,
SCHULEOGD.631262,POINT (16.426780865137243 48.16835420722885),GRg 11 Geringergasse 2,"11., Geringergasse 2",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),911026,01 767 87 77,http://www.g11.ac.at,631262,
SCHULEOGD.631263,POINT (16.405610978152865 48.17544418630705),VS Brehmstraße 9,"11., Brehmstraße 9",,1,Volksschule (öffentlich),911031,01 4000 562 010,http://brehmstrasse.schule.wien.at/,631263,
SCHULEOGD.631264,POINT (16.45591070751327 48.15779423949573),MS Rzehakgasse 7,"11., Rzehakgasse 7",,2,Mittelschule (öffentlich),911032,01 4000 561 120,http://nmsinfomedia.at/,631264,
SCHULEOGD.631265,POINT (16.421640914979267 48.18641412474078),pGRg 11 Erdbergstraße 222 A,"11., Erdbergstraße 222 A",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),911036,01 503 88 98,http://www.evangelischesgymnasium.at/,631265,
SCHULEOGD.631266,POINT (16.410740949057292 48.17266419693376),VS Herderplatz 1,"11., Herderplatz 1",,1,Volksschule (öffentlich),911041,01 4000 562 020,http://www.volksschule-herderplatz.at,631266,
SCHULEOGD.631267,POINT (16.420030897435268 48.16800421335499),MS Hasenleitengasse 7,"11., Hasenleitengasse 7",Ganztagsschule in verschränkter Abfolge,2,Mittelschule (öffentlich),911042,01 767 51 73,http://www.hasenleiten.org/,631267,
SCHULEOGD.631268,POINT (16.4097609682201 48.18279414936027),VS Molitorgasse 11,"11., Molitorgasse 11",,1,Volksschule (öffentlich),911061,01 4000 99 560 170,http://molitor.schule.wien.at/,631268,
SCHULEOGD.631269,POINT (16.47510061482102 48.15870422403103),VS Münnichplatz 6,"11., Münnichplatz 6",,1,Volksschule (öffentlich),911091,01 4000 562 050,http://muennichplatz.schule.wien.at/,631269,
SCHULEOGD.631270,POINT (16.420370912261674 48.17990415658872),VS Simoningplatz 2,"11., Simoningplatz 2",,1,Volksschule (öffentlich),911101,01 749 23 97,http://vs-simoningplatz.schule.wien.at/,631270,
SCHULEOGD.631271,POINT (16.42565086060531 48.16124424176477),VS Wilhelm-Kreß-Platz 32,"11., Wilhelm-Kreß-Platz 32",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),911111,01 767 10 07-111,http://wilhelmkressplatz.schule.wien.at/,631271,
SCHULEOGD.631272,POINT (16.413610949345117 48.18258414731248),"GTMS 11, Medwedweg 18","11., Medwedweg 18",,2,Mittelschule (öffentlich),911112,01 4000 564 270,http://msmedwedweg.at,631272,
SCHULEOGD.631273,POINT (16.47029063427172 48.15550424147942),VS Hoefftgasse 7,"11., Hoefftgasse 7",,1,Volksschule (öffentlich),911131,01 767 17 47,http://hoefftgasse.schule.wien.at/,631273,
SCHULEOGD.631274,POINT (16.454560709032144 48.153944259061454),VS Pantucekgasse 13,"11., Pantucekgasse 13",,1,Volksschule (öffentlich),911141,01 4000 562 090,http://bunte.schule.wien.at/,631274,
SCHULEOGD.631275,POINT (16.415470937661752 48.180814154846445),VS Fuchsröhrenstraße 25,"11., Fuchsröhrenstraße 25",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),911161,01 4000 562 100,http://rosa-jochmann-schule.at/,631275,
SCHULEOGD.631276,POINT (16.461650676289437 48.15497424926613),VS Svetelskystraße 5,"11., Svetelskystraße 5",,1,Volksschule (öffentlich),911181,01 768 78 60,http://www.landhausschule.at/,631276,
SCHULEOGD.631277,POINT (16.460920678560502 48.154634252100244),"Expos. der VS 1110, Svetelskystraße 5","11., Svetelskystraße 4-6",,11,Sonstige (öffentlich),911181e,,,631277,
SCHULEOGD.631278,POINT (16.45471070875624 48.1544242564564),"Expos. der VS 1110, Svetelskystraße 5","11., Pantucekgasse 13",,11,Sonstige (öffentlich),911181e,,,631278,
SCHULEOGD.631279,POINT (16.413610949345117 48.18258414731248),"VS 11, Medwedweg 18","11., Medwedweg 18",,1,Volksschule (öffentlich),911201,01 4000 564 260,http://gtvs-medwedweg.schule.wien.at/,631279,
SCHULEOGD.631280,POINT (16.42435089016321 48.177684164221695),VS Rappachgasse 44 - Bildungscampus Gasometerumfeld,"11., Rappachgasse 44",,1,Volksschule (öffentlich),911211,,,631280,
SCHULEOGD.631281,POINT (16.427170862635233 48.168554206094385),Bundeshandelsakademie und Bundeshandelsschule Wien 11,"11., Geringergasse 2",,8,Kaufmännische Schule (öffentlich),911428,01 767 95 55,http://www.bhakwien11.at/,631281,
SCHULEOGD.631297,POINT (16.326701357084463 48.170954257331246),VS Johann-Hoffmann-Platz 20,"12., Johann-Hoffmann-Platz 20",,1,Volksschule (öffentlich),912041,01 4000 560 770,http://www.vs-joho.at,631297,
SCHULEOGD.631298,POINT (16.33824131618833 48.18243419538709),Berufsschule für Gastgewerbe,"12., Längenfeldgasse 13-15",,5,Berufsschule (öffentlich),912045,01 59916-95351,http://www.bsgg.at,631298,
SCHULEOGD.631299,POINT (16.30849144082604 48.166994287751066),Privatschule INFINUM,"12., Hetzendorferstraße 77",,12,Statutschule (privat),912046,01 804 78 79,http://www.infinum.edupage.org,631299,
SCHULEOGD.631300,POINT (16.340311300677673 48.178124214459515),VS Karl-Löwe-Gasse 20,"12., Karl-Löwe-Gasse 20",,1,Volksschule (öffentlich),912051,01 815 14 07,http://karl-loewe.schule.wien.at/,631300,
SCHULEOGD.631282,POINT (16.419390924666597 48.18516413216435),Friedrich Gulda School of Music Wien JAM MUSIC LAB Conservatory for Jazz and Popular - Music Vienna der Jam Music GmbH,"11., Guglgasse 8 Gasometer B",,12,Statutschule (privat),911530,01 946 68 46,http://www.jamconservatory.com,631282,
SCHULEOGD.631283,POINT (16.367391186848245 48.19168413246021),Johann Sebastian Bach Musikschule des Evangelischen Schulwerk A.B. Wien,"11., Guglgasse 8-12",,12,Statutschule (privat),911540,01 748 28 80,http://www.bach-musikschule.at,631283,
SCHULEOGD.631284,POINT (16.321681398247648 48.18236420595228),VS Bischoffgasse 10,"12., Bischoffgasse 10",,1,Volksschule (öffentlich),912011,01 815 81 83,http://vsjeanpictet.schule.wien.at,631284,
SCHULEOGD.631285,POINT (16.325841376669967 48.18205420485321),VS Bischoffgasse 10,"12., Nymphengasse 7",,11,Sonstige (öffentlich),912011e,01 815 62 45,http://www.bischoffgasse.at/,631285,
SCHULEOGD.631286,POINT (16.341431300031452 48.181634196695846),MS Herthergasse 28,"12., Herthergasse 28",,2,Mittelschule (öffentlich),912012,01 4000 561 160,http://herthergasse.schule.wien.at,631286,
SCHULEOGD.631287,POINT (16.325771376972373 48.18170420593415),ASO Singrienergasse 19,"12., Singrienergasse 19",,3,Sonderschule (öffentlich),912013,01 4000 560 810,http://sz-fids12.schule.wien.at/,631287,
SCHULEOGD.631288,POINT (16.338441315160125 48.18218419614027),"Berufsschule für Lebensmittel, Touristik und Zahntechnik","12., Längenfeldgasse 13-15",,5,Berufsschule (öffentlich),912015,01 4000 95 341,http://www.bsltz.at,631288,
SCHULEOGD.631289,POINT (16.326171374046627 48.181464207502735),GRg 12 Rosasgasse 1-3,"12., Rosasgasse 1-3",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),912016,01 813 32 48,http://www.rosasgasse.at/,631289,
SCHULEOGD.631290,POINT (16.338341319954562 48.185224182015304),VS Haebergasse 1a,"12., Haebergasse 1a",,1,Volksschule (öffentlich),912021,01 815 81 55,http://haebergasse.schule.wien.at/,631290,
SCHULEOGD.631291,POINT (16.326451357618648 48.17050425926025),MS Johann-Hoffmann-Platz 19,"12., Johann-Hoffmann-Platz 19",,2,Mittelschule (öffentlich),912022,01 4000 560 780,http://www.nms-joho.at/,631291,
SCHULEOGD.631292,POINT (16.325381373493606 48.17829422322046),SES Singrienergasse 19,"12., Singrienergasse 19",,3,Sonderschule (öffentlich),912023,01 979 42 03,http://spz.schule.wien.at,631292,
SCHULEOGD.631293,POINT (16.321331433745648 48.20744408656081),SES Singrienergasse 19,"16., Herbststraße 86",,11,Sonstige (öffentlich),912023e,01 979 42 03,,631293,
SCHULEOGD.631294,POINT (16.3154814456322 48.1946841512365),SES Singrienergasse 19,"15., Goldschlagstraße 113",,11,Sonstige (öffentlich),912023f,01 979 42 03,,631294,
SCHULEOGD.631295,POINT (16.303071509131286 48.1966641493048),SES Singrienergasse 19,"14., Märzstraße 178",,11,Sonstige (öffentlich),912023g,01 979 42 03,,631295,
SCHULEOGD.631296,POINT (16.32745136134095 48.17657423013875),GRg 12 Erlgasse 32-34,"12., Erlgasse 32-34",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),912036,01 813 91 82,http://www.erlgasse.at/,631296,
SCHULEOGD.631301,POINT (16.325261373854502 48.17763422624382),MS Singrienergasse 23,"12., Singrienergasse 23",,2,Mittelschule (öffentlich),912052,01 4000 561 190,http://singrienergasse.schule.wien.at/,631301,
SCHULEOGD.631302,POINT (16.339941302586737 48.17858421208918),VS Deckergasse 1,"12., Deckergasse 1",,1,Volksschule (öffentlich),912061,01 4000 562 180,http://deckergasse.schule.wien.at/,631302,
SCHULEOGD.631120,POINT (16.370871171500962 48.19308412360547),PVS  Favoritenstraße 15,"4., Favoritenstraße 15",,1,Volksschule (privat),904081,01 505 15 71-305,http://www.theresianum.ac.at,631120,
SCHULEOGD.631121,POINT (16.37499115294903 48.19384411771429),Technisch-Gewerbliche Abendschule des bfi Wien - Werkmeisterschule,"4., Plößlgasse 13",,7,Technische Schule (privat),904427,01 505 35 50-3001,http://www.tga-wien.at/,631121,
SCHULEOGD.631122,POINT (16.362891216753173 48.19688411080714),Prayner Konservatorium des Herrn Mag. Josef Schmid,"4., Mühlgasse 28-30",,12,Statutschule (privat),904520,01 587 57 49,http://www.konservatorium-prayner.at/,631122,
SCHULEOGD.631123,POINT (16.351281253744954 48.18267418618107),VS Einsiedlergasse 7,"5., Einsiedlergasse 7",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),905011,01 4000 561 540,http://vs-einsiedlergasse.schule.wien.at/,631123,
SCHULEOGD.631124,POINT (16.350591256238584 48.18253418727204),ASO Diehlgasse 2,"5., Diehlgasse 2",,3,Sonderschule (öffentlich),905013,01 4000 561 530,http://www.diehlgasse.at,631124,
SCHULEOGD.631125,POINT (16.35565123383312 48.184244175885695),GRg 5 Reinprechtsdorfer Straße 24,"5., Reinprechtsdorfer Straße 24",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),905016,01 545 12 74,http://www.haydngym.at,631125,
SCHULEOGD.631126,POINT (16.36105120500936 48.18261418002947),VS Gassergasse 46,"5., Gassergasse 46",,1,Volksschule (öffentlich),905021,01 4000 561 550,http://vsgassergasse.schule.wien.at,631126,
SCHULEOGD.631127,POINT (16.36145120439657 48.18274417923548),MS Gassergasse 44,"5., Gassergasse 44",,2,Mittelschule (öffentlich),905022,01 4000 560 960,http://nms-gassergasse44.schule.wien.at/,631127,
SCHULEOGD.631128,POINT (16.358561227400113 48.189194150079445),Berufsschule für Verwaltungsberufe,"5., Embelgasse 46",,5,Berufsschule (öffentlich),905025,01 59916-95935,http://www.bs-wien.at,631128,
SCHULEOGD.631129,POINT (16.36463119438376 48.186844157417326),GRg 5 Rainergasse 39,"5., Rainergasse 39",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),905026,01 544 43 41,http://www.rainergymnasium.at,631129,
SCHULEOGD.631130,POINT (16.354941243690945 48.18847415637127),VS Pannaschgasse 6,"5., Pannaschgasse 6",,1,Volksschule (öffentlich),905031,01 544 75 54,http://pannaschgasse.schule.wien.at/,631130,
SCHULEOGD.631131,POINT (16.356671235052772 48.18802415731197),MS Viktor-Christ-Gasse 24,"5., Viktor-Christ-Gasse 24",,2,Mittelschule (öffentlich),905032,01 4000 560 970,http://viktorchristgasse.schule.wien.at/,631131,
SCHULEOGD.631132,POINT (16.350681255631297 48.18242418700648),NMS Viktor-Christ-Gasse 24,"5., Diehlgasse 2",,11,Sonstige (öffentlich),905032e,01 544 23 39,,631132,
SCHULEOGD.631133,POINT (16.356361230486545 48.184064175761215),VS Stolberggasse 53,"5., Stolberggasse 53",,1,Volksschule (öffentlich),905041,01 544 49 06,http://stolberggasse.schule.wien.at/,631133,
SCHULEOGD.631134,POINT (16.356741230493554 48.185674168446475),Höhere Bundeslehr- und Versuchsanstalt für Textilindustrie und Informatik,"5., Spengergasse 20",,13,Zentrallehranstalt (öffentlich),905417,01 546 15-0,http://www.spengergasse.at,631134,
SCHULEOGD.631135,POINT (16.360451221565544 48.192354133907365),"Schulen des BFI Wien, Kolleg der Handelsakademie für Berufstätige","5., Margaretenstraße 65",,8,Kaufmännische Schule (privat),905448,01 587 96 50,http://www.schulenbfi.at/,631135,
SCHULEOGD.631136,POINT (16.340051322093686 48.19292414434332),ASO Spalowskygasse 5,"6., Spalowskygasse 5",,3,Sonderschule (öffentlich),906013,01 4000 561 590,http://spalowskygasse.schule.wien.at/unsere-schule/,631136,
SCHULEOGD.631137,POINT (16.352511266239333 48.19584412195013),VS Corneliusgasse 6,"6., Corneliusgasse 6",,1,Volksschule (öffentlich),906021,01 4000 561 600,http://vs-corneliusgasse.schule.wien.at/,631137,
SCHULEOGD.631138,POINT (16.344551299108183 48.1923341435608),PMS Liniengasse 21,"6., Liniengasse 21",,2,Mittelschule (privat),906022,01 597 24 46-611,http://www.liniengasse.at/,631138,
SCHULEOGD.631139,POINT (16.340251320844015 48.19272414460495),SES Mittelgasse 24,"6., Mittelgasse 24",,3,Sonderschule (öffentlich),906023,01 4000 560 410,http://sts6.schule.wien.at/direktion/,631139,
SCHULEOGD.631140,POINT (16.34003132330733 48.192914143698395),SES Mittelgasse 24,"6., Spalowskygasse 5",,11,Sonstige (öffentlich),906023e,01 597 91 76,,631140,
SCHULEOGD.631141,POINT (16.361721229276366 48.20160408924505),GRg 6 Rahlgasse 4,"6., Rahlgasse 4",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),906036,01 587 83 46,http://www.ahs-rahlgasse.at,631141,
SCHULEOGD.631142,POINT (16.343401303291618 48.19127414994828),VS Sonnenuhrgasse 3,"6., Sonnenuhrgasse 3",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),906041,01 4000 561 610,http://vs-astrid-lindgren.schule.wien.at/,631142,
SCHULEOGD.631143,POINT (16.3513112733069 48.197254116550745),GRg 6 Amerlingstraße 6,"6., Amerlingstraße 6",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),906046,01 587 07 27,http://www.amerlinggymnasium.at,631143,
SCHULEOGD.631144,POINT (16.344081299328973 48.19056415304943),PVS Lutherplatz 1,"6., Lutherplatz 1",,1,Volksschule (privat),906051,01 597 14 46,http://evangelischevolksschule.at,631144,
SCHULEOGD.631145,POINT (16.344161301896328 48.192214144860046),PVS Liniengasse 21,"6., Liniengasse 21",,1,Volksschule (privat),906061,01 597 24 46-217,http://www.stmarien-vs.at,631145,
SCHULEOGD.631146,POINT (16.34210130795713 48.189484158817045),Berufsschule für Elektrotechnik und Mechatronik,"6., Mollardgasse 87",,5,Berufsschule (öffentlich),906065,01 59916-95661,http://www.bsetm.at,631146,
SCHULEOGD.631147,POINT (16.346061288588572 48.1897141550889),Privatschule der Islamischen Republik Iran,"6., Mollardgasse 50",,1,Volksschule (privat),906071,01 596 06 80,,631147,
SCHULEOGD.631148,POINT (16.342061307885157 48.1894841591162),"Berufsschule für Sanitär-, Heizungs- und Klimatechnik","6., Mollardgasse 87",,5,Berufsschule (öffentlich),906075,01 59916-95671,http://www.sht-wien.com,631148,
SCHULEOGD.631149,POINT (16.342621305935403 48.189524158141765),"Berufsschule für Metalltechnik, Glasbautechnik und Technische Zeichner","6., Mollardgasse 87",,5,Berufsschule (öffentlich),906125,01 59916-95621,http://www.bsmgt.at,631149,
SCHULEOGD.631150,POINT (16.341301311846912 48.18944415947375),Berufsschule für Informationstechnik,"6., Mollardgasse 87",,5,Berufsschule (öffentlich),906155,,,631150,
SCHULEOGD.631151,POINT (16.341861309299716 48.18946415951193),"Berufsschule für Elektro-, Veranstaltungs- und Informationstechnik Austria","6., Mollardgasse 87",,5,Berufsschule (öffentlich),906165,01 59916-95631,http://www.bsevita.at,631151,
SCHULEOGD.631152,POINT (16.341681332646786 48.206004080305654),VS Neustiftgasse 98-102,"7., Neustiftgasse 98 - 102",,1,Volksschule (öffentlich),907011,01 4000 561 620,http://www.vs-neustiftgasse.at/,631152,
SCHULEOGD.631153,POINT (16.34918128993704 48.2017940963213),MS Neubaugasse 42,"7., Neubaugasse 42",,2,Mittelschule (öffentlich),907012,01 4000 560 990,,631153,
SCHULEOGD.631154,POINT (16.33984133221953 48.19925411413627),PPTS Kenyongasse 4-12,"7., Kenyongasse 4-12",,4,Polytechnische Schule (privat),907014,01 523 29 83-202,http://www.kenyon.at,631154,
SCHULEOGD.631155,POINT (16.354001268857335 48.203754083381384),VS Stiftgasse 35,"7., Stiftgasse 35",,1,Volksschule (öffentlich),907021,01 4000 561 630,http://www.vs-stiftgasse.at/,631155,
SCHULEOGD.631156,POINT (16.354251268978974 48.204234081335244),PTS Burggasse 14-16,"7., Burggasse 14-16",,4,Polytechnische Schule (öffentlich),907024,01 4000 564 070,http://www.pts7.at,631156,
SCHULEOGD.631157,POINT (16.344591308008724 48.19836411531088),"Berufsschule für Maschinen-, Fertigungstechnik und Elektronik","7., Apollogasse 1",,5,Berufsschule (öffentlich),907025,01 59916-95561,http://www.bs-mfe.at,631157,
SCHULEOGD.631158,POINT (16.33932133917258 48.20264409809434),GRg 7 Kandlgasse 39,"7., Kandlgasse 39",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),907026,01 523 62 58,http://www.grg7.at,631158,
SCHULEOGD.631159,POINT (16.34470130929047 48.19965410935907),VS Zieglergasse 21,"14., Torricelligasse 50",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),907031,01 4000 561 640,http://www.gtvs-neubau.at/,631159,
